i,o
WALMART SHOPPING $328.98 08/04,"('Walmart Grocery', 'Retail')"
WALMART SHOPPING $446.58 01/01,"('Walmart Grocery', 'Retail')"
WALMART SHOPPING $302.55 12/15,"('Walmart Grocery', 'Retail')"
WALMART SHOPPING $278.18 10/31,"('Walmart Grocery', 'Retail')"
WALMART SHOPPING $278.92 12/08,"('Walmart Grocery', 'Retail')"
WALMART SHOPPING $260.0 02/06,"('Walmart Grocery', 'Retail')"
WALMART SHOPPING $498.17 04/01,"('Walmart Grocery', 'Retail')"
WALMART SHOPPING $463.9 11/22,"('Walmart Grocery', 'Retail')"
WALMART SHOPPING $353.1 11/10,"('Walmart Grocery', 'Retail')"
WALMART SHOPPING $176.21 08/23,"('Walmart Grocery', 'Retail')"
WALMART SHOPPING $457.02 02/22,"('Walmart Grocery', 'Retail')"
WALMART SHOPPING $254.47 05/11,"('Walmart Grocery', 'Retail')"
WALMART SHOPPING $167.41 06/14,"('Walmart Grocery', 'Retail')"
WALMART SHOPPING $112.77 08/19,"('Walmart Grocery', 'Retail')"
COSTCO 6789 $49.01 04/22,"('Costco', 'Retail')"
COSTCO 6789 $328.37 08/11,"('Costco', 'Retail')"
COSTCO 6789 $217.39 04/06,"('Costco', 'Retail')"
COSTCO 6789 $237.3 10/23,"('Costco', 'Retail')"
COSTCO 6789 $226.94 10/15,"('Costco', 'Retail')"
COSTCO 6789 $217.28 12/06,"('Costco', 'Retail')"
COSTCO 6789 $184.05 11/10,"('Costco', 'Retail')"
COSTCO 6789 $329.25 11/12,"('Costco', 'Retail')"
COSTCO 6789 $136.54 08/06,"('Costco', 'Retail')"
COSTCO 6789 $438.03 04/19,"('Costco', 'Retail')"
COSTCO 6789 $57.69 08/30,"('Costco', 'Retail')"
COSTCO 6789 $359.34 07/25,"('Costco', 'Retail')"
COSTCO 6789 $469.75 04/29,"('Costco', 'Retail')"
COSTCO 6789 $152.31 06/19,"('Costco', 'Retail')"
COSTCO 6789 $126.32 05/13,"('Costco', 'Retail')"
COSTCO 6789 $162.97 12/30,"('Costco', 'Retail')"
COSTCO 6789 $261.59 09/24,"('Costco', 'Retail')"
COSTCO 6789 $472.4 04/26,"('Costco', 'Retail')"
COSTCO 6789 $191.76 07/22,"('Costco', 'Retail')"
COSTCO 6789 $260.92 06/27,"('Costco', 'Retail')"
COSTCO SHOP $60.33 04/13,"('Costco', 'Retail')"
COSTCO SHOP $102.05 06/10,"('Costco', 'Retail')"
COSTCO SHOP $54.54 09/20,"('Costco', 'Retail')"
COSTCO SHOP $488.3 12/28,"('Costco', 'Retail')"
COSTCO SHOP $389.23 03/31,"('Costco', 'Retail')"
COSTCO SHOP $356.44 10/09,"('Costco', 'Retail')"
COSTCO SHOP $355.52 08/31,"('Costco', 'Retail')"
COSTCO SHOP $497.3 02/19,"('Costco', 'Retail')"
COSTCO SHOP $405.75 02/26,"('Costco', 'Retail')"
COSTCO SHOP $306.98 07/05,"('Costco', 'Retail')"
COSTCO SHOP $238.67 03/04,"('Costco', 'Retail')"
COSTCO SHOP $439.82 09/08,"('Costco', 'Retail')"
COSTCO SHOP $40.84 09/12,"('Costco', 'Retail')"
COSTCO SHOP $177.24 09/16,"('Costco', 'Retail')"
COSTCO SHOP $343.44 08/18,"('Costco', 'Retail')"
COSTCO SHOP $227.78 07/21,"('Costco', 'Retail')"
COSTCO SHOP $13.93 04/27,"('Costco', 'Retail')"
COSTCO SHOP $52.96 04/11,"('Costco', 'Retail')"
COSTCO SHOP $309.71 03/29,"('Costco', 'Retail')"
COSTCO SHOP $29.61 12/07,"('Costco', 'Retail')"
WHOLEFD 6789 $304.21 06/09,"('Whole Foods', 'Retail')"
WHOLEFD 6789 $150.97 02/23,"('Whole Foods', 'Retail')"
WHOLEFD 6789 $493.53 12/23,"('Whole Foods', 'Retail')"
WHOLEFD 6789 $186.85 09/16,"('Whole Foods', 'Retail')"
WHOLEFD 6789 $135.11 02/28,"('Whole Foods', 'Retail')"
WHOLEFD 6789 $63.86 01/06,"('Whole Foods', 'Retail')"
WHOLEFD 6789 $451.16 08/27,"('Whole Foods', 'Retail')"
WHOLEFD 6789 $411.72 02/21,"('Whole Foods', 'Retail')"
WHOLEFD 6789 $498.86 03/25,"('Whole Foods', 'Retail')"
WHOLEFD 6789 $453.39 06/15,"('Whole Foods', 'Retail')"
WHOLEFD 6789 $406.41 09/19,"('Whole Foods', 'Retail')"
WHOLEFD 6789 $358.62 03/20,"('Whole Foods', 'Retail')"
WHOLEFD 6789 $342.47 03/04,"('Whole Foods', 'Retail')"
WHOLEFD 6789 $87.94 04/29,"('Whole Foods', 'Retail')"
WHOLEFD 6789 $25.63 01/08,"('Whole Foods', 'Retail')"
WHOLEFD 6789 $138.59 02/12,"('Whole Foods', 'Retail')"
WHOLEFD 6789 $192.7 09/12,"('Whole Foods', 'Retail')"
WHOLEFD 6789 $332.76 01/16,"('Whole Foods', 'Retail')"
WHOLEFD 6789 $117.4 04/11,"('Whole Foods', 'Retail')"
WHOLEFD 6789 $327.37 11/18,"('Whole Foods', 'Retail')"
WHOLEFD GROCERY $75.59 11/25,"('Whole Foods', 'Retail')"
WHOLEFD GROCERY $305.6 06/23,"('Whole Foods', 'Retail')"
WHOLEFD GROCERY $177.77 07/06,"('Whole Foods', 'Retail')"
WHOLEFD GROCERY $349.74 08/10,"('Whole Foods', 'Retail')"
WHOLEFD GROCERY $211.24 09/12,"('Whole Foods', 'Retail')"
WHOLEFD GROCERY $77.13 04/08,"('Whole Foods', 'Retail')"
WHOLEFD GROCERY $36.67 10/09,"('Whole Foods', 'Retail')"
WHOLEFD GROCERY $78.71 07/10,"('Whole Foods', 'Retail')"
WHOLEFD GROCERY $40.28 05/23,"('Whole Foods', 'Retail')"
WHOLEFD GROCERY $202.21 02/15,"('Whole Foods', 'Retail')"
WHOLEFD GROCERY $363.52 12/15,"('Whole Foods', 'Retail')"
WHOLEFD GROCERY $171.75 04/29,"('Whole Foods', 'Retail')"
WHOLEFD GROCERY $108.9 03/03,"('Whole Foods', 'Retail')"
WHOLEFD GROCERY $118.0 05/26,"('Whole Foods', 'Retail')"
WHOLEFD GROCERY $490.18 12/28,"('Whole Foods', 'Retail')"
WHOLEFD GROCERY $263.44 04/02,"('Whole Foods', 'Retail')"
WHOLEFD GROCERY $57.3 08/06,"('Whole Foods', 'Retail')"
WHOLEFD GROCERY $384.15 07/10,"('Whole Foods', 'Retail')"
WHOLEFD GROCERY $459.54 01/27,"('Whole Foods', 'Retail')"
WHOLEFD GROCERY $272.12 09/06,"('Whole Foods', 'Retail')"
TRADERJOES 6789 $365.38 01/09,"('Trader Joe's', 'Retail')"
TRADERJOES 6789 $126.26 09/14,"('Trader Joe's', 'Retail')"
TRADERJOES 6789 $440.93 12/17,"('Trader Joe's', 'Retail')"
TRADERJOES 6789 $109.37 06/15,"('Trader Joe's', 'Retail')"
TRADERJOES 6789 $229.03 08/22,"('Trader Joe's', 'Retail')"
TRADERJOES 6789 $343.5 01/02,"('Trader Joe's', 'Retail')"
TRADERJOES 6789 $140.26 04/06,"('Trader Joe's', 'Retail')"
TRADERJOES 6789 $149.57 05/24,"('Trader Joe's', 'Retail')"
TRADERJOES 6789 $51.11 10/02,"('Trader Joe's', 'Retail')"
TRADERJOES 6789 $341.51 04/19,"('Trader Joe's', 'Retail')"
TRADERJOES 6789 $301.39 12/29,"('Trader Joe's', 'Retail')"
TRADERJOES 6789 $298.05 04/23,"('Trader Joe's', 'Retail')"
TRADERJOES 6789 $311.09 10/05,"('Trader Joe's', 'Retail')"
TRADERJOES 6789 $56.64 07/31,"('Trader Joe's', 'Retail')"
TRADERJOES 6789 $187.71 05/04,"('Trader Joe's', 'Retail')"
TRADERJOES 6789 $167.74 01/09,"('Trader Joe's', 'Retail')"
TRADERJOES 6789 $419.35 09/27,"('Trader Joe's', 'Retail')"
TRADERJOES 6789 $55.32 02/25,"('Trader Joe's', 'Retail')"
TRADERJOES 6789 $381.62 02/27,"('Trader Joe's', 'Retail')"
TRADERJOES 6789 $315.6 05/12,"('Trader Joe's', 'Retail')"
TRADERJOES SHOP $253.79 05/05,"('Trader Joe's', 'Retail')"
TRADERJOES SHOP $39.72 06/14,"('Trader Joe's', 'Retail')"
TRADERJOES SHOP $385.79 01/16,"('Trader Joe's', 'Retail')"
TRADERJOES SHOP $468.74 06/07,"('Trader Joe's', 'Retail')"
TRADERJOES SHOP $211.14 02/02,"('Trader Joe's', 'Retail')"
TRADERJOES SHOP $340.52 04/14,"('Trader Joe's', 'Retail')"
TRADERJOES SHOP $234.49 05/26,"('Trader Joe's', 'Retail')"
TRADERJOES SHOP $263.07 10/18,"('Trader Joe's', 'Retail')"
TRADERJOES SHOP $154.05 06/20,"('Trader Joe's', 'Retail')"
TRADERJOES SHOP $16.36 02/12,"('Trader Joe's', 'Retail')"
TRADERJOES SHOP $288.55 01/13,"('Trader Joe's', 'Retail')"
TRADERJOES SHOP $25.57 03/14,"('Trader Joe's', 'Retail')"
TRADERJOES SHOP $369.48 12/14,"('Trader Joe's', 'Retail')"
TRADERJOES SHOP $256.14 07/06,"('Trader Joe's', 'Retail')"
TRADERJOES SHOP $9.13 05/18,"('Trader Joe's', 'Retail')"
TRADERJOES SHOP $321.28 10/06,"('Trader Joe's', 'Retail')"
TRADERJOES SHOP $213.84 05/24,"('Trader Joe's', 'Retail')"
TRADERJOES SHOP $135.74 05/29,"('Trader Joe's', 'Retail')"
TRADERJOES SHOP $102.63 09/22,"('Trader Joe's', 'Retail')"
TRADERJOES SHOP $147.35 09/30,"('Trader Joe's', 'Retail')"
INSTACART $117.13 01/30,"('Instacart', 'Food Delivery')"
INSTACART $73.94 07/06,"('Instacart', 'Food Delivery')"
INSTACART $113.21 04/06,"('Instacart', 'Food Delivery')"
INSTACART $497.83 08/18,"('Instacart', 'Food Delivery')"
INSTACART $83.51 09/18,"('Instacart', 'Food Delivery')"
INSTACART $319.58 10/24,"('Instacart', 'Food Delivery')"
INSTACART $133.64 10/18,"('Instacart', 'Food Delivery')"
INSTACART $156.65 07/20,"('Instacart', 'Food Delivery')"
INSTACART $426.23 09/27,"('Instacart', 'Food Delivery')"
INSTACART $94.47 11/18,"('Instacart', 'Food Delivery')"
INSTACART $396.72 05/15,"('Instacart', 'Food Delivery')"
INSTACART $285.97 10/25,"('Instacart', 'Food Delivery')"
INSTACART $446.31 08/23,"('Instacart', 'Food Delivery')"
INSTACART $428.54 07/26,"('Instacart', 'Food Delivery')"
INSTACART $244.48 12/17,"('Instacart', 'Food Delivery')"
INSTACART $370.29 11/03,"('Instacart', 'Food Delivery')"
INSTACART $163.47 06/15,"('Instacart', 'Food Delivery')"
INSTACART $493.03 03/08,"('Instacart', 'Food Delivery')"
INSTACART $449.34 09/11,"('Instacart', 'Food Delivery')"
INSTACART $155.35 12/24,"('Instacart', 'Food Delivery')"
INSTACART ORDER $67.32 11/16,"('Instacart', 'Food Delivery')"
INSTACART ORDER $333.91 02/27,"('Instacart', 'Food Delivery')"
INSTACART ORDER $345.34 07/17,"('Instacart', 'Food Delivery')"
INSTACART ORDER $353.56 06/07,"('Instacart', 'Food Delivery')"
INSTACART ORDER $170.23 09/22,"('Instacart', 'Food Delivery')"
INSTACART ORDER $43.75 10/11,"('Instacart', 'Food Delivery')"
INSTACART ORDER $492.54 06/03,"('Instacart', 'Food Delivery')"
INSTACART ORDER $72.19 04/28,"('Instacart', 'Food Delivery')"
INSTACART ORDER $351.06 08/10,"('Instacart', 'Food Delivery')"
INSTACART ORDER $5.77 09/25,"('Instacart', 'Food Delivery')"
INSTACART ORDER $214.36 12/12,"('Instacart', 'Food Delivery')"
INSTACART ORDER $99.26 02/19,"('Instacart', 'Food Delivery')"
INSTACART ORDER $305.99 10/21,"('Instacart', 'Food Delivery')"
INSTACART ORDER $93.06 12/13,"('Instacart', 'Food Delivery')"
INSTACART ORDER $55.8 09/29,"('Instacart', 'Food Delivery')"
INSTACART ORDER $146.29 10/02,"('Instacart', 'Food Delivery')"
INSTACART ORDER $460.7 04/16,"('Instacart', 'Food Delivery')"
INSTACART ORDER $75.14 09/23,"('Instacart', 'Food Delivery')"
INSTACART ORDER $33.36 06/21,"('Instacart', 'Food Delivery')"
INSTACART ORDER $201.26 09/19,"('Instacart', 'Food Delivery')"
GRUBHUB 6789 $46.27 07/29,"('Grubhub', 'Food Delivery')"
GRUBHUB 6789 $204.78 07/15,"('Grubhub', 'Food Delivery')"
GRUBHUB 6789 $437.74 10/22,"('Grubhub', 'Food Delivery')"
GRUBHUB 6789 $289.0 05/29,"('Grubhub', 'Food Delivery')"
GRUBHUB 6789 $305.14 10/02,"('Grubhub', 'Food Delivery')"
GRUBHUB 6789 $286.7 10/14,"('Grubhub', 'Food Delivery')"
GRUBHUB 6789 $441.76 05/15,"('Grubhub', 'Food Delivery')"
GRUBHUB 6789 $70.52 03/15,"('Grubhub', 'Food Delivery')"
GRUBHUB 6789 $479.35 04/28,"('Grubhub', 'Food Delivery')"
GRUBHUB 6789 $394.86 08/03,"('Grubhub', 'Food Delivery')"
GRUBHUB 6789 $205.48 02/29,"('Grubhub', 'Food Delivery')"
GRUBHUB 6789 $383.28 08/04,"('Grubhub', 'Food Delivery')"
GRUBHUB 6789 $119.72 04/29,"('Grubhub', 'Food Delivery')"
GRUBHUB 6789 $90.58 09/10,"('Grubhub', 'Food Delivery')"
GRUBHUB 6789 $87.58 05/27,"('Grubhub', 'Food Delivery')"
GRUBHUB 6789 $400.38 03/26,"('Grubhub', 'Food Delivery')"
GRUBHUB 6789 $190.17 05/20,"('Grubhub', 'Food Delivery')"
GRUBHUB 6789 $462.49 01/16,"('Grubhub', 'Food Delivery')"
GRUBHUB 6789 $483.95 10/28,"('Grubhub', 'Food Delivery')"
GRUBHUB 6789 $388.58 09/05,"('Grubhub', 'Food Delivery')"
GRUBHUB MEAL $29.55 12/08,"('Grubhub', 'Food Delivery')"
GRUBHUB MEAL $255.64 04/18,"('Grubhub', 'Food Delivery')"
GRUBHUB MEAL $213.7 05/05,"('Grubhub', 'Food Delivery')"
GRUBHUB MEAL $249.68 11/27,"('Grubhub', 'Food Delivery')"
GRUBHUB MEAL $226.12 03/31,"('Grubhub', 'Food Delivery')"
GRUBHUB MEAL $435.95 10/03,"('Grubhub', 'Food Delivery')"
GRUBHUB MEAL $135.15 12/02,"('Grubhub', 'Food Delivery')"
GRUBHUB MEAL $124.66 06/12,"('Grubhub', 'Food Delivery')"
GRUBHUB MEAL $173.74 05/27,"('Grubhub', 'Food Delivery')"
GRUBHUB MEAL $208.51 08/09,"('Grubhub', 'Food Delivery')"
GRUBHUB MEAL $205.2 11/13,"('Grubhub', 'Food Delivery')"
GRUBHUB MEAL $333.72 12/05,"('Grubhub', 'Food Delivery')"
GRUBHUB MEAL $328.48 03/11,"('Grubhub', 'Food Delivery')"
GRUBHUB MEAL $282.96 02/25,"('Grubhub', 'Food Delivery')"
GRUBHUB MEAL $190.92 03/22,"('Grubhub', 'Food Delivery')"
GRUBHUB MEAL $306.09 08/24,"('Grubhub', 'Food Delivery')"
GRUBHUB MEAL $445.28 10/06,"('Grubhub', 'Food Delivery')"
GRUBHUB MEAL $273.78 04/18,"('Grubhub', 'Food Delivery')"
GRUBHUB MEAL $118.15 08/24,"('Grubhub', 'Food Delivery')"
GRUBHUB MEAL $397.17 12/06,"('Grubhub', 'Food Delivery')"
CHIPOTLE 6789 $489.32 08/01,"('Chipotle', 'Food & Beverage')"
CHIPOTLE 6789 $415.91 09/17,"('Chipotle', 'Food & Beverage')"
CHIPOTLE 6789 $413.48 09/29,"('Chipotle', 'Food & Beverage')"
CHIPOTLE 6789 $273.89 12/19,"('Chipotle', 'Food & Beverage')"
CHIPOTLE 6789 $263.66 08/22,"('Chipotle', 'Food & Beverage')"
CHIPOTLE 6789 $404.81 05/26,"('Chipotle', 'Food & Beverage')"
CHIPOTLE 6789 $252.55 02/27,"('Chipotle', 'Food & Beverage')"
CHIPOTLE 6789 $315.12 10/03,"('Chipotle', 'Food & Beverage')"
CHIPOTLE 6789 $358.42 08/10,"('Chipotle', 'Food & Beverage')"
CHIPOTLE 6789 $467.52 03/02,"('Chipotle', 'Food & Beverage')"
CHIPOTLE 6789 $493.18 07/31,"('Chipotle', 'Food & Beverage')"
CHIPOTLE 6789 $188.57 04/07,"('Chipotle', 'Food & Beverage')"
CHIPOTLE 6789 $315.5 11/13,"('Chipotle', 'Food & Beverage')"
CHIPOTLE 6789 $191.94 07/22,"('Chipotle', 'Food & Beverage')"
CHIPOTLE 6789 $431.24 09/22,"('Chipotle', 'Food & Beverage')"
CHIPOTLE 6789 $415.45 12/12,"('Chipotle', 'Food & Beverage')"
CHIPOTLE 6789 $416.05 10/20,"('Chipotle', 'Food & Beverage')"
CHIPOTLE 6789 $103.02 09/24,"('Chipotle', 'Food & Beverage')"
CHIPOTLE 6789 $146.7 04/01,"('Chipotle', 'Food & Beverage')"
CHIPOTLE 6789 $158.98 08/01,"('Chipotle', 'Food & Beverage')"
CHIPOTLE ORDER $116.62 06/21,"('Chipotle', 'Food & Beverage')"
CHIPOTLE ORDER $5.02 12/26,"('Chipotle', 'Food & Beverage')"
CHIPOTLE ORDER $99.5 07/23,"('Chipotle', 'Food & Beverage')"
CHIPOTLE ORDER $261.88 02/19,"('Chipotle', 'Food & Beverage')"
CHIPOTLE ORDER $240.35 11/21,"('Chipotle', 'Food & Beverage')"
CHIPOTLE ORDER $198.96 02/11,"('Chipotle', 'Food & Beverage')"
CHIPOTLE ORDER $165.63 10/06,"('Chipotle', 'Food & Beverage')"
CHIPOTLE ORDER $56.16 11/16,"('Chipotle', 'Food & Beverage')"
CHIPOTLE ORDER $456.87 01/22,"('Chipotle', 'Food & Beverage')"
CHIPOTLE ORDER $106.11 08/24,"('Chipotle', 'Food & Beverage')"
CHIPOTLE ORDER $170.38 10/11,"('Chipotle', 'Food & Beverage')"
CHIPOTLE ORDER $22.4 02/04,"('Chipotle', 'Food & Beverage')"
CHIPOTLE ORDER $497.93 03/02,"('Chipotle', 'Food & Beverage')"
CHIPOTLE ORDER $56.23 10/13,"('Chipotle', 'Food & Beverage')"
CHIPOTLE ORDER $204.39 08/03,"('Chipotle', 'Food & Beverage')"
CHIPOTLE ORDER $131.22 09/29,"('Chipotle', 'Food & Beverage')"
CHIPOTLE ORDER $244.11 09/04,"('Chipotle', 'Food & Beverage')"
CHIPOTLE ORDER $355.66 12/27,"('Chipotle', 'Food & Beverage')"
CHIPOTLE ORDER $469.59 01/13,"('Chipotle', 'Food & Beverage')"
CHIPOTLE ORDER $223.15 02/27,"('Chipotle', 'Food & Beverage')"
PANERA 6789 $484.28 12/05,"('Panera Bread', 'Food & Beverage')"
PANERA 6789 $45.04 05/07,"('Panera Bread', 'Food & Beverage')"
PANERA 6789 $445.79 03/05,"('Panera Bread', 'Food & Beverage')"
PANERA 6789 $457.28 11/02,"('Panera Bread', 'Food & Beverage')"
PANERA 6789 $285.66 09/30,"('Panera Bread', 'Food & Beverage')"
PANERA 6789 $99.94 04/10,"('Panera Bread', 'Food & Beverage')"
PANERA 6789 $400.4 03/15,"('Panera Bread', 'Food & Beverage')"
PANERA 6789 $109.05 06/13,"('Panera Bread', 'Food & Beverage')"
PANERA 6789 $445.95 12/05,"('Panera Bread', 'Food & Beverage')"
PANERA 6789 $123.93 11/15,"('Panera Bread', 'Food & Beverage')"
PANERA 6789 $380.69 01/10,"('Panera Bread', 'Food & Beverage')"
PANERA 6789 $400.63 01/09,"('Panera Bread', 'Food & Beverage')"
PANERA 6789 $360.8 04/21,"('Panera Bread', 'Food & Beverage')"
PANERA 6789 $378.82 08/04,"('Panera Bread', 'Food & Beverage')"
PANERA 6789 $470.66 09/27,"('Panera Bread', 'Food & Beverage')"
PANERA 6789 $331.58 06/30,"('Panera Bread', 'Food & Beverage')"
PANERA 6789 $104.52 04/04,"('Panera Bread', 'Food & Beverage')"
PANERA 6789 $498.33 10/03,"('Panera Bread', 'Food & Beverage')"
PANERA 6789 $11.18 08/14,"('Panera Bread', 'Food & Beverage')"
PANERA 6789 $12.56 12/13,"('Panera Bread', 'Food & Beverage')"
PANERA LUNCH $166.7 12/02,"('Panera Bread', 'Food & Beverage')"
PANERA LUNCH $463.65 10/31,"('Panera Bread', 'Food & Beverage')"
PANERA LUNCH $105.32 05/18,"('Panera Bread', 'Food & Beverage')"
PANERA LUNCH $491.15 06/25,"('Panera Bread', 'Food & Beverage')"
PANERA LUNCH $211.39 05/21,"('Panera Bread', 'Food & Beverage')"
PANERA LUNCH $324.03 10/06,"('Panera Bread', 'Food & Beverage')"
PANERA LUNCH $433.55 01/11,"('Panera Bread', 'Food & Beverage')"
PANERA LUNCH $356.95 07/24,"('Panera Bread', 'Food & Beverage')"
PANERA LUNCH $291.12 03/01,"('Panera Bread', 'Food & Beverage')"
PANERA LUNCH $443.93 02/18,"('Panera Bread', 'Food & Beverage')"
PANERA LUNCH $450.12 12/21,"('Panera Bread', 'Food & Beverage')"
PANERA LUNCH $470.3 12/11,"('Panera Bread', 'Food & Beverage')"
PANERA LUNCH $172.48 02/21,"('Panera Bread', 'Food & Beverage')"
PANERA LUNCH $22.44 01/16,"('Panera Bread', 'Food & Beverage')"
PANERA LUNCH $64.36 06/29,"('Panera Bread', 'Food & Beverage')"
PANERA LUNCH $248.56 05/27,"('Panera Bread', 'Food & Beverage')"
PANERA LUNCH $229.9 10/09,"('Panera Bread', 'Food & Beverage')"
PANERA LUNCH $198.1 10/19,"('Panera Bread', 'Food & Beverage')"
PANERA LUNCH $273.97 07/21,"('Panera Bread', 'Food & Beverage')"
PANERA LUNCH $152.67 04/06,"('Panera Bread', 'Food & Beverage')"
DUNKIN 6789 $425.41 07/16,"('Dunkin'', 'Food & Beverage')"
DUNKIN 6789 $68.17 11/28,"('Dunkin'', 'Food & Beverage')"
DUNKIN 6789 $456.1 05/07,"('Dunkin'', 'Food & Beverage')"
DUNKIN 6789 $447.53 01/11,"('Dunkin'', 'Food & Beverage')"
DUNKIN 6789 $293.7 02/16,"('Dunkin'', 'Food & Beverage')"
DUNKIN 6789 $442.56 12/24,"('Dunkin'', 'Food & Beverage')"
DUNKIN 6789 $138.65 11/03,"('Dunkin'', 'Food & Beverage')"
DUNKIN 6789 $105.72 02/28,"('Dunkin'', 'Food & Beverage')"
DUNKIN 6789 $354.94 11/08,"('Dunkin'', 'Food & Beverage')"
DUNKIN 6789 $121.37 04/02,"('Dunkin'', 'Food & Beverage')"
DUNKIN 6789 $430.95 08/07,"('Dunkin'', 'Food & Beverage')"
DUNKIN 6789 $229.7 04/09,"('Dunkin'', 'Food & Beverage')"
DUNKIN 6789 $402.84 08/30,"('Dunkin'', 'Food & Beverage')"
DUNKIN 6789 $284.72 05/30,"('Dunkin'', 'Food & Beverage')"
DUNKIN 6789 $126.51 12/23,"('Dunkin'', 'Food & Beverage')"
DUNKIN 6789 $191.13 05/05,"('Dunkin'', 'Food & Beverage')"
DUNKIN 6789 $336.54 07/11,"('Dunkin'', 'Food & Beverage')"
DUNKIN 6789 $479.44 05/01,"('Dunkin'', 'Food & Beverage')"
DUNKIN 6789 $125.76 04/12,"('Dunkin'', 'Food & Beverage')"
DUNKIN 6789 $208.01 08/20,"('Dunkin'', 'Food & Beverage')"
DUNKIN BEVERAGE $160.49 12/08,"('Dunkin'', 'Food & Beverage')"
DUNKIN BEVERAGE $449.96 10/30,"('Dunkin'', 'Food & Beverage')"
DUNKIN BEVERAGE $270.79 09/22,"('Dunkin'', 'Food & Beverage')"
DUNKIN BEVERAGE $206.19 10/23,"('Dunkin'', 'Food & Beverage')"
DUNKIN BEVERAGE $494.6 09/08,"('Dunkin'', 'Food & Beverage')"
DUNKIN BEVERAGE $20.44 07/15,"('Dunkin'', 'Food & Beverage')"
DUNKIN BEVERAGE $326.15 01/04,"('Dunkin'', 'Food & Beverage')"
DUNKIN BEVERAGE $404.54 01/12,"('Dunkin'', 'Food & Beverage')"
DUNKIN BEVERAGE $348.85 11/21,"('Dunkin'', 'Food & Beverage')"
DUNKIN BEVERAGE $354.19 01/16,"('Dunkin'', 'Food & Beverage')"
DUNKIN BEVERAGE $83.09 02/08,"('Dunkin'', 'Food & Beverage')"
DUNKIN BEVERAGE $327.23 11/23,"('Dunkin'', 'Food & Beverage')"
DUNKIN BEVERAGE $183.99 06/21,"('Dunkin'', 'Food & Beverage')"
DUNKIN BEVERAGE $301.67 06/18,"('Dunkin'', 'Food & Beverage')"
DUNKIN BEVERAGE $353.46 10/27,"('Dunkin'', 'Food & Beverage')"
DUNKIN BEVERAGE $250.23 07/02,"('Dunkin'', 'Food & Beverage')"
DUNKIN BEVERAGE $94.27 04/21,"('Dunkin'', 'Food & Beverage')"
DUNKIN BEVERAGE $325.54 06/03,"('Dunkin'', 'Food & Beverage')"
DUNKIN BEVERAGE $108.44 11/08,"('Dunkin'', 'Food & Beverage')"
DUNKIN BEVERAGE $408.46 01/28,"('Dunkin'', 'Food & Beverage')"
KFC 6789 $150.15 03/26,"('KFC', 'Food & Beverage')"
KFC 6789 $359.44 04/21,"('KFC', 'Food & Beverage')"
KFC 6789 $367.65 07/13,"('KFC', 'Food & Beverage')"
KFC 6789 $306.8 10/25,"('KFC', 'Food & Beverage')"
KFC 6789 $115.17 04/06,"('KFC', 'Food & Beverage')"
KFC 6789 $440.97 09/14,"('KFC', 'Food & Beverage')"
KFC 6789 $165.06 09/14,"('KFC', 'Food & Beverage')"
KFC 6789 $82.38 05/31,"('KFC', 'Food & Beverage')"
KFC 6789 $349.66 05/28,"('KFC', 'Food & Beverage')"
KFC 6789 $302.27 06/13,"('KFC', 'Food & Beverage')"
KFC 6789 $253.35 05/11,"('KFC', 'Food & Beverage')"
KFC 6789 $257.29 04/30,"('KFC', 'Food & Beverage')"
KFC 6789 $205.91 03/08,"('KFC', 'Food & Beverage')"
KFC 6789 $101.02 10/05,"('KFC', 'Food & Beverage')"
KFC 6789 $57.31 07/11,"('KFC', 'Food & Beverage')"
KFC 6789 $274.07 01/16,"('KFC', 'Food & Beverage')"
KFC 6789 $111.53 03/10,"('KFC', 'Food & Beverage')"
KFC 6789 $300.45 04/13,"('KFC', 'Food & Beverage')"
KFC 6789 $7.71 01/29,"('KFC', 'Food & Beverage')"
KFC 6789 $280.53 04/06,"('KFC', 'Food & Beverage')"
KFC MEAL $489.54 09/04,"('KFC', 'Food & Beverage')"
KFC MEAL $321.33 12/06,"('KFC', 'Food & Beverage')"
KFC MEAL $252.14 01/24,"('KFC', 'Food & Beverage')"
KFC MEAL $443.91 07/18,"('KFC', 'Food & Beverage')"
KFC MEAL $484.34 07/12,"('KFC', 'Food & Beverage')"
KFC MEAL $421.14 11/11,"('KFC', 'Food & Beverage')"
KFC MEAL $173.99 12/23,"('KFC', 'Food & Beverage')"
KFC MEAL $119.29 03/26,"('KFC', 'Food & Beverage')"
KFC MEAL $300.74 02/26,"('KFC', 'Food & Beverage')"
KFC MEAL $286.98 10/31,"('KFC', 'Food & Beverage')"
KFC MEAL $403.72 05/03,"('KFC', 'Food & Beverage')"
KFC MEAL $283.17 06/15,"('KFC', 'Food & Beverage')"
KFC MEAL $304.67 09/30,"('KFC', 'Food & Beverage')"
KFC MEAL $202.84 04/15,"('KFC', 'Food & Beverage')"
KFC MEAL $60.65 06/25,"('KFC', 'Food & Beverage')"
KFC MEAL $174.22 03/26,"('KFC', 'Food & Beverage')"
KFC MEAL $27.09 12/02,"('KFC', 'Food & Beverage')"
KFC MEAL $279.5 05/26,"('KFC', 'Food & Beverage')"
KFC MEAL $342.53 05/15,"('KFC', 'Food & Beverage')"
KFC MEAL $153.87 07/24,"('KFC', 'Food & Beverage')"
BURGERKING 6789 $496.8 04/01,"('Burger King', 'Food & Beverage')"
